LA_order,New_geog_code,geog_l,geog_c,geog_n,CLA_Mar2014,CLA_Mar2015,CLA_Mar2016,CLA_Mar2017,CLA_Mar2018,CLA_Pop2014,CLA_Pop2015,CLA_Pop2016,CLA_Pop2017,CLA_Pop2018,CLA_Rate2014,CLA_Rate2015,CLA_Rate2016,CLA_Rate2017,CLA_Rate2018,CLA_2014,CLA_2015,CLA_2016,CLA_2017,CLA_2018,CLA_stp2014,CLA_stp2015,CLA_stp2016,CLA_stp2017,CLA_stp2018,CLA_male,CLA_female,CLA_male_pc,CLA_female_pc,CLA_U1,CLA_1to4,CLA_5to9,CLA_10to15,CLA_16over,CLA_U1_pc,CLA_1to4_pc,CLA_5to9_pc,CLA_10to15_pc,CLA_16over_pc,CLA_White,CLA_Mixed,CLA_Asian,CLA_Black,CLA_EOTH,CLA_Oth,CLA_White_pc,CLA_Mixed_pc,CLA_Asian_pc,CLA_Black_pc,CLA_EOTH_pc,CLA_Oth_pc,CLA_Fost,CLA_Adopt,CLA_Parent,CLA_Ocom,CLA_Secure,CLA_Ores,CLA_RSch,CLA_OthPl,CLA_Fost_pc,CLA_Adopt_pc,CLA_Parent_pc,CLA_Ocom_pc,CLA_Secure_pc,CLA_Ores_pc,CLA_RSch_pc,CLA_Oth_Pl_pc,CLA_ICO,CLA_FCO,CLA_FrAd,CLA_PlaceO,CLA_S20,CLA_CPG,CLA_YJLS,CLA_ICO_pc,CLA_FCO_pc,CLA_FrAd_pc,CLA_PlaceO_pc,CLA_S20_pc,CLA_CPG_pc,CLA_YJLS_pc,CLA_UASC2014,CLA_UASC2015,CLA_UASC2016,CLA_UASC2017,CLA_UASC2018,CLA_OwnP,CLA_OthLA,CLA_OthPP,CLA_Priv,CLA_Vol,CLA_Par,CLA_Nrep,CLA_LTE20,CLA_GT20,CLA_NoInfo,CLA_InLA,CLA_OutLA,CLA_InLA_LTE20,CLA_OutLA_LTE20,CLA_InLA_GT20,CLA_OutLA_GT20,CLA_InLA_NoInfo,CLA_OutLA_NoInfo,CLA_LAPl,CLA_IntPl,CLA_ExtPl,CLA_NetGain,CLA_LTE20_pc,CLA_GT20_pc,CLA_NoInfo_pc,CLA_InLA_pc,CLA_OutLA_pc,CLA_InLA_LTE20_pc,CLA_OutLA_LTE20_pc,CLA_InLA_GT20_pc,CLA_OutLA_GT20_pc,CLA_InLA_NoInfo_pc,CLA_OutLA_NoInfo_pc,CLA_IntPl_pc,CLA_ExtPl_pc,CLA_3_Pl,CLA_3_Pl_pc,CLA_2andhalfyears,CLA_SamePl_2years,CLA_SamePl_2years_pc,CLA_NewPl_All_Place,CLA_NewPl_InLA_LTE20,CLA_NewPl_OutLA_LTE20,CLA_NewPl_InLA_GT20,CLA_NewPl_OutLA_GT20,CLA_NewPl_NoInfo,CLA_NewPl_InLA_LTE20_pc,CLA_NewPl_OutLA_LTE20_pc,CLA_NewPl_InLA_GT20_pc,CLA_NewPl_OutLA_GT20_pc,CLA_NewPl_NoInfo_pc,CLA_RPC_All_Place,CLA_RPC_CarePlan,CLA_RPC_Resign,CLA_RPC_Alleg,CLA_RPC_Standards,CLA_RPC_Approval,CLA_RPC_CarerBehav,CLA_RPC_CarerOther,CLA_RPC_Child,CLA_RPC_Auth,CLA_RPC_Status,CLA_RPC_Other,CLA_RPC_CarePlan_pc,CLA_RPC_Resign_pc,CLA_RPC_Alleg_pc,CLA_RPC_Standards_pc,CLA_RPC_Approval_pc,CLA_RPC_CarerBehav_pc,CLA_RPC_CarerOther_pc,CLA_RPC_Child_pc,CLA_RPC_Auth_pc,CLA_RPC_Status_pc,CLA_RPC_Other_pc
83,E10000003,LA,873,Cambridgeshire,501,535,607,686,706,129570,131150,132680,133720,134525,39,41,46,51,52,711,788,875,964,1008,21,12,x,7,x,402,304,57,43,29,87,132,285,173,4,12,19,40,25,563,60,21,29,26,7,80,8,3,4,4,1,525,35,x,0,130,x,0,0,74,5,x,0,18,x,0,0,143,333,0,80,150,0,0,20,47,0,11,21,0,0,7,19,61,67,62,227,x,0,368,92,15,0,327,316,63,359,347,253,74,95,221,11,52,589,359,230,-117,46,45,9,51,49,36,10,13,31,2,7,61,39,64,9,194,138,71,774,276,55,128,220,95,36,7,17,28,12,431,184,0,7,12,0,82,33,49,21,31,12,43,0,2,3,0,19,8,11,5,7,3
88,E06000031,LA,874,Peterborough,366,342,360,356,369,45774,46592,47640,48915,50009,80,73,76,73,74,512,509,542,537,528,16,13,13,14,8,210,159,57,43,22,24,72,149,102,6,7,20,40,28,272,44,22,23,x,x,74,12,6,6,x,x,289,x,x,35,27,7,x,0,78,x,x,9,7,2,x,0,52,212,0,x,79,x,x,14,57,0,x,21,x,x,6,12,28,25,19,185,x,x,156,21,x,0,240,110,19,153,216,137,103,x,x,x,x,275,153,122,-94,65,30,5,41,59,37,28,x,x,x,x,56,44,18,5,119,84,71,397,181,74,x,112,x,46,19,x,28,x,217,41,x,x,x,x,33,10,23,x,39,56,19,x,x,x,x,15,5,11,x,18,26
23,E06000006,LA,876,Halton,212,232,239,266,262,28167,28242,28279,28359,28408,75,82,85,94,92,269,330,310,336,342,x,9,12,15,17,139,123,53,47,15,41,77,86,43,6,16,29,33,16,254,x,x,0,x,0,97,x,x,0,x,0,177,x,32,x,40,x,0,x,68,x,12,x,15,x,0,x,36,184,0,25,17,0,0,14,70,0,10,6,0,0,x,x,6,7,x,118,x,x,98,9,32,x,225,30,7,149,113,x,78,x,x,0,x,280,149,131,18,86,11,3,57,43,x,30,x,x,0,x,53,47,21,8,105,64,61,253,119,80,x,44,x,47,32,x,17,x,253,62,x,6,x,0,35,10,x,x,31,101,25,x,2,x,0,14,4,x,x,12,40
36,E06000007,LA,877,Warrington,233,300,346,382,401,44294,44450,44468,44648,44646,53,67,78,86,90,315,398,470,503,520,x,0,0,0,0,231,170,58,42,18,55,87,166,75,4,14,22,41,19,341,21,18,x,x,x,85,5,4,x,x,x,285,x,48,15,40,x,x,x,71,x,12,4,10,x,x,x,55,267,0,26,53,0,0,14,67,0,6,13,0,0,x,x,x,7,22,226,0,0,119,7,48,x,343,32,26,241,160,237,106,0,32,x,22,377,241,136,-24,86,8,6,60,40,59,26,0,8,x,5,64,36,56,14,153,100,65,394,214,103,0,39,38,54,26,0,10,10,251,139,x,x,x,0,47,17,7,10,22,0,55,x,x,x,0,19,7,3,4,9,0
153,E10000008,LA,878,Devon,687,701,708,682,694,141532,142130,142591,143543,144720,49,49,50,48,48,1022,1029,1075,1009,986,76,39,25,19,19,402,292,58,42,43,57,119,294,181,6,8,17,42,26,640,16,11,7,13,7,92,2,2,1,2,1,529,15,11,x,113,9,x,6,76,2,2,x,16,1,x,1,112,386,0,42,154,0,0,16,56,0,6,22,0,0,x,x,x,24,23,362,9,x,254,50,11,6,417,252,25,521,173,362,55,139,113,20,x,823,521,302,129,60,36,4,75,25,52,8,20,16,3,x,63,37,82,12,200,139,70,886,475,67,162,151,31,54,8,18,17,3,564,220,x,x,x,0,92,30,25,12,94,84,39,x,x,x,0,16,5,4,2,17,15
158,E06000026,LA,879,Plymouth,395,392,407,391,417,51288,51671,51868,52254,52417,77,76,78,75,80,566,591,583,565,600,20,20,25,22,29,233,184,56,44,19,58,97,148,95,5,14,23,35,23,375,9,x,x,9,15,90,2,x,x,2,4,316,17,9,17,50,8,0,0,76,4,2,4,12,2,0,0,74,206,0,41,96,0,0,18,49,0,10,23,0,0,x,x,7,8,11,196,x,x,189,21,9,0,312,67,38,264,153,251,61,x,x,x,x,332,264,68,-85,75,16,9,63,37,60,15,x,x,x,x,80,20,52,12,109,69,63,623,310,158,x,95,x,50,25,x,15,x,313,242,0,x,0,0,x,0,x,0,46,16,77,0,x,0,0,x,0,x,0,15,5
163,E06000027,LA,880,Torbay,314,306,279,288,327,24929,25077,25262,25374,25417,126,122,110,114,129,466,424,399,392,421,25,28,18,19,14,168,159,51,49,29,40,59,141,58,9,12,18,43,18,304,15,x,0,x,0,93,5,x,0,x,0,261,7,8,x,43,x,x,0,80,2,2,x,13,x,x,0,58,196,0,x,49,x,x,18,60,0,x,15,x,x,0,0,0,x,x,173,8,0,127,11,8,0,237,86,x,174,153,168,69,x,x,x,x,241,174,67,-86,72,26,x,53,47,51,21,x,x,x,x,72,28,83,25,132,75,57,695,400,123,x,157,x,58,18,x,23,x,643,0,0,0,0,0,0,0,0,0,0,643,0,0,0,0,0,0,0,0,0,0,100
84,E10000012,LA,881,Essex,1137,1027,1005,1014,1017,298341,300324,302994,305817,308028,38,34,33,33,33,1623,1529,1444,1480,1461,53,36,28,19,15,612,405,60,40,53,96,145,436,287,5,9,14,43,28,791,90,16,52,61,7,78,9,2,5,6,1,769,46,x,73,86,23,x,0,76,5,x,7,8,2,x,0,x,558,0,118,242,0,x,x,55,0,12,24,0,x,55,90,105,101,93,619,6,9,342,22,19,0,619,305,93,801,216,566,53,156,149,79,14,1410,801,609,393,61,30,9,79,21,56,5,15,15,8,1,57,43,73,7,317,228,72,961,519,59,149,129,105,54,6,16,13,11,502,158,x,8,x,x,70,26,39,8,21,161,31,x,2,x,x,14,5,8,2,4,32
89,E06000033,LA,882,Southend-on-Sea,244,228,262,282,291,37889,38232,38427,38781,39115,64,60,68,73,74,348,330,358,413,401,0,0,0,0,0,156,135,54,46,24,28,54,115,70,8,10,19,40,24,240,16,x,13,11,x,82,5,x,4,4,x,213,16,x,0,55,x,0,0,73,5,x,0,19,x,0,0,51,151,0,30,59,0,0,18,52,0,10,20,0,0,x,x,x,11,15,186,14,x,78,x,6,0,228,47,16,144,147,138,90,x,x,x,x,224,144,80,-67,78,16,5,49,51,47,31,x,x,x,x,64,36,34,12,72,47,65,351,162,95,x,64,x,46,27,x,18,x,244,97,0,0,0,0,21,x,x,0,111,8,40,0,0,0,0,9,x,x,0,45,3
91,E06000034,LA,883,Thurrock,284,284,333,334,308,39446,40121,40999,42030,42824,72,71,81,79,72,386,411,473,528,514,0,0,0,0,0,199,109,65,35,16,31,38,134,89,5,10,12,44,29,207,26,21,35,x,x,67,8,7,11,x,x,239,x,10,27,25,x,x,0,78,x,3,9,8,x,x,0,27,178,0,16,87,0,0,9,58,0,5,28,0,0,27,41,67,56,37,132,x,0,146,16,10,0,216,55,37,125,183,118,98,0,55,7,30,211,125,86,-97,70,18,12,41,59,38,32,0,18,2,10,59,41,34,11,94,57,61,387,127,108,0,59,93,33,28,0,15,24,201,64,0,x,15,0,33,9,8,x,13,52,32,0,x,7,0,16,4,4,x,6,26
69,E06000019,LA,884,Herefordshire,242,270,286,300,313,36099,36082,36059,35895,35933,67,75,79,84,87,339,368,384,378,407,x,x,x,x,x,155,158,50,50,18,38,84,128,45,6,12,27,41,14,294,9,x,x,x,0,94,3,x,x,x,0,264,10,9,12,x,12,x,0,84,3,3,4,x,4,x,0,31,222,0,23,37,0,0,10,71,0,7,12,0,0,0,x,6,9,8,243,0,0,60,x,9,0,231,63,19,238,75,212,19,21,42,x,14,323,238,85,10,74,20,6,76,24,68,6,7,13,x,4,74,26,16,5,135,104,77,276,171,21,15,33,36,62,8,5,12,13,163,45,x,8,x,0,26,22,15,x,x,38,28,x,5,x,0,16,13,9,x,x,23
79,E10000034,LA,885,Worcestershire,642,688,694,767,793,115027,114986,115223,116054,116938,56,60,60,66,68,901,948,923,1012,1039,x,x,0,0,x,443,350,56,44,41,133,148,313,158,5,17,19,39,20,693,61,10,12,17,0,87,8,1,2,2,0,577,32,50,x,124,x,0,0,73,4,6,x,16,x,0,0,65,493,0,x,179,x,x,8,62,0,x,23,x,x,10,12,26,30,25,394,26,x,275,47,50,0,624,137,32,588,205,558,66,21,116,9,23,984,588,396,191,79,17,4,74,26,70,8,3,15,1,3,60,40,117,15,261,181,69,1011,692,73,40,167,39,68,7,4,17,4,727,307,6,12,16,0,126,52,56,59,81,12,42,1,2,2,0,17,7,8,8,11,2
135,E10000016,LA,886,Kent,1820,1867,2314,1902,1645,326092,328257,330334,332979,336090,56,57,70,57,49,2660,2723,3353,3183,2655,x,x,13,10,9,1016,629,62,38,64,112,237,692,540,4,7,14,42,33,1297,85,34,92,137,0,79,5,2,6,8,0,1249,56,24,113,184,11,8,0,76,3,1,7,11,1,-,0,146,933,0,82,474,x,x,9,57,0,5,29,x,x,214,367,868,485,235,1130,13,9,413,56,24,0,1102,306,237,1397,248,1035,67,198,108,164,73,2544,1397,1147,899,67,19,14,85,15,63,4,12,7,10,4,55,45,193,12,566,384,68,2132,1046,136,319,194,437,49,6,15,9,20,1324,434,33,16,7,0,164,55,43,14,89,469,33,2,1,1,0,12,4,3,1,7,35
136,E06000035,LA,887,Medway,379,426,430,390,414,61815,62498,63103,63624,63943,61,68,68,61,65,553,615,629,564,562,77,69,68,61,47,227,187,55,45,29,57,84,171,73,7,14,20,41,18,366,30,x,10,x,0,88,7,x,2,x,0,342,23,x,0,40,x,0,0,83,6,x,0,10,x,0,0,x,213,0,48,89,0,x,x,51,0,12,21,0,x,0,x,x,x,x,245,x,x,130,27,x,0,317,71,26,210,204,x,111,x,x,x,x,632,210,422,218,77,17,6,51,49,x,27,x,x,x,x,33,67,41,10,167,112,67,452,239,109,x,76,x,53,24,x,17,x,270,107,x,x,7,x,53,30,15,6,42,x,40,x,x,3,x,20,11,6,2,16,x
25,E10000017,LA,888,Lancashire,1586,1591,1661,1841,1964,243886,244635,245325,246552,247856,65,65,68,75,79,2109,2185,2234,2376,2598,151,103,60,14,13,1059,905,54,46,108,338,428,729,361,5,17,22,37,18,1723,100,79,16,25,21,88,5,4,1,1,1,1226,40,355,101,108,125,0,9,62,2,18,5,5,6,0,-,405,1281,0,94,184,0,0,21,65,0,5,9,0,0,x,x,7,11,26,791,47,x,735,23,355,9,1568,369,27,1546,418,1329,239,198,171,19,8,2430,1546,884,466,80,19,1,79,21,68,12,10,9,1,-,64,36,192,10,641,476,74,2080,1347,236,246,224,27,65,11,12,11,1,1312,314,x,33,43,48,174,77,66,x,223,320,24,x,3,3,4,13,6,5,x,17,24
16,E06000008,LA,889,Blackburn with Darwen,342,316,344,368,377,38585,38267,38285,38480,38657,89,83,90,96,98,468,434,484,501,529,x,0,0,0,0,221,156,59,41,25,71,83,137,61,7,19,22,36,16,302,19,35,x,x,0,80,5,9,x,x,0,214,24,68,x,40,x,x,21,57,6,18,x,11,x,x,6,86,227,0,39,x,0,x,23,60,0,10,x,0,x,x,x,0,6,x,190,11,x,64,21,68,21,320,55,x,213,164,x,108,x,x,0,x,333,213,120,-44,85,15,x,56,44,x,29,x,x,0,x,64,36,34,9,121,92,76,411,270,81,x,x,0,66,20,x,x,0,250,64,x,0,8,x,22,8,9,10,56,67,26,x,0,3,x,9,3,4,4,22,27
17,E06000009,LA,890,Blackpool,443,454,469,525,533,29057,28847,28724,28660,28760,152,157,163,183,185,638,631,678,732,733,32,34,28,24,28,286,247,54,46,42,73,125,211,82,8,14,23,40,15,501,x,0,0,x,0,94,x,0,0,x,0,370,18,56,19,54,x,0,x,69,3,11,4,10,x,0,x,75,393,0,x,33,x,0,14,74,0,x,6,x,0,0,0,0,0,0,284,8,x,164,16,56,x,428,105,0,286,247,x,x,x,x,0,0,406,286,120,-127,80,20,0,54,46,x,x,x,x,0,0,70,30,73,14,166,104,63,650,324,158,x,152,x,50,24,x,23,x,426,223,0,8,x,x,64,31,21,15,x,55,52,0,2,x,x,15,7,5,4,x,13
63,E10000024,LA,891,Nottinghamshire,826,838,814,767,797,162680,163094,163263,164126,165481,51,51,50,47,48,1243,1214,1194,1105,1077,25,23,28,27,24,449,348,56,44,40,85,141,355,176,5,11,18,45,22,681,65,x,15,28,x,85,8,x,2,4,x,629,21,8,37,96,x,x,0,79,3,1,5,12,x,x,0,112,453,0,x,163,0,x,14,57,0,x,20,0,x,21,31,38,37,30,430,10,x,315,30,8,0,607,158,32,520,277,465,142,38,120,17,15,1127,520,607,330,76,20,4,65,35,58,18,5,15,2,2,46,54,35,4,297,267,90,816,469,132,48,137,30,57,16,6,17,4,489,36,0,x,x,0,142,33,42,0,x,228,7,0,x,x,0,29,7,9,0,x,47
62,E06000018,LA,892,Nottingham,583,578,594,622,618,63859,64985,65906,67073,67939,91,89,90,93,91,819,854,831,824,830,85,82,84,82,71,340,278,55,45,33,76,103,257,149,5,12,17,42,24,385,122,35,51,x,x,62,20,6,8,x,x,484,7,0,44,75,8,0,0,78,1,0,7,12,1,0,0,107,323,0,59,120,0,9,17,52,0,10,19,0,1,7,11,16,33,31,245,8,x,345,17,0,0,487,100,31,227,391,209,278,0,100,18,13,394,227,167,-224,79,16,5,37,63,34,45,0,16,3,2,58,42,56,9,230,169,73,564,207,184,0,126,47,37,33,0,22,8,362,x,0,0,x,0,42,19,x,x,29,255,x,0,0,x,0,12,5,x,x,8,70
71,E06000051,LA,893,Shropshire,270,310,284,292,338,60036,59778,59352,59461,59691,45,52,48,49,57,354,399,389,401,423,x,x,x,0,0,190,148,56,44,16,36,74,145,67,5,11,22,43,20,297,11,x,x,16,8,88,3,x,x,5,2,236,6,23,16,51,0,x,x,70,2,7,5,15,0,x,x,63,192,0,x,71,0,x,19,57,0,x,21,0,x,0,x,x,19,17,205,x,0,98,6,23,x,203,88,47,213,125,163,40,41,47,9,38,520,213,307,182,60,26,14,63,37,48,12,12,14,3,11,41,59,26,8,121,87,72,310,139,31,31,55,54,45,10,10,18,17,173,x,x,0,0,0,0,0,x,0,114,0,x,x,0,0,0,0,0,x,0,66,0
75,E06000020,LA,894,Telford and Wrekin,308,293,299,379,370,38966,39029,39208,39488,40141,79,75,76,96,92,428,415,404,475,485,18,x,0,0,0,208,162,56,44,25,73,78,151,43,7,20,21,41,12,316,26,13,x,x,8,85,7,4,x,x,2,274,18,21,11,40,x,x,0,74,5,6,3,11,x,x,0,44,222,0,60,44,0,0,12,60,0,16,12,0,0,0,0,x,x,x,194,x,6,140,x,21,0,305,60,x,227,143,225,80,0,60,x,x,371,227,144,x,82,16,x,61,39,61,22,0,16,x,x,61,39,47,13,128,74,58,405,264,69,0,66,6,65,17,0,16,1,295,65,x,6,x,x,31,21,x,x,71,86,22,x,2,x,x,11,7,x,x,24,29
20,E06000049,LA,895,Cheshire East,333,358,391,428,477,74970,75095,74987,75472,75834,44,48,52,57,63,507,476,527,562,622,41,37,37,35,33,252,225,53,47,32,61,80,208,96,7,13,17,44,20,439,11,x,8,10,x,92,2,x,2,2,x,343,13,42,6,67,x,x,0,72,3,9,1,14,x,x,0,63,326,0,34,54,0,0,13,68,0,7,11,0,0,x,x,x,x,17,243,x,x,173,17,42,0,354,106,17,268,209,248,106,6,100,14,x,415,268,147,-62,74,22,4,56,44,52,22,1,21,3,x,65,35,51,11,158,103,65,605,368,85,6,113,33,61,14,1,19,5,409,195,x,x,x,0,55,9,8,15,92,28,48,x,x,x,0,13,2,2,4,22,7
21,E06000050,LA,896,Cheshire West and Chester,436,496,462,480,496,66122,66155,66246,66586,67284,66,75,70,72,74,562,637,643,655,681,x,0,x,x,x,273,223,55,45,24,84,107,204,77,5,17,22,41,16,467,16,6,x,x,x,94,3,1,x,x,x,338,9,85,21,37,x,x,x,68,2,17,4,7,x,x,x,102,339,0,25,30,0,0,21,68,0,5,6,0,0,x,x,x,6,x,247,x,x,143,15,85,x,406,88,x,292,204,286,120,6,82,0,x,453,292,161,-43,82,18,x,59,41,58,24,1,17,0,x,64,36,41,8,192,129,67,553,305,121,x,119,x,55,22,x,22,x,345,x,0,0,0,x,0,0,0,0,x,291,x,0,0,0,x,0,0,0,0,x,84
152,E06000052,LA,908,Cornwall,441,439,430,414,465,104275,104923,105465,106179,107044,42,42,41,39,43,719,677,676,623,687,160,143,112,99,78,264,201,57,43,35,50,70,210,100,8,11,15,45,22,436,22,x,x,0,x,94,5,x,x,0,x,355,13,30,16,41,x,0,x,76,3,6,3,9,x,0,x,92,281,0,36,56,0,0,20,60,0,8,12,0,0,0,0,0,x,x,320,x,x,89,16,30,x,263,183,19,377,88,256,7,116,67,x,14,498,377,121,33,57,39,4,81,19,55,2,25,14,x,3,76,24,69,15,124,87,70,852,484,19,194,101,54,57,2,23,12,6,778,251,x,9,x,x,51,45,43,10,97,266,32,x,1,x,x,7,6,6,1,12,34
22,E10000006,LA,909,Cumbria,664,685,659,632,665,94072,93352,92933,92763,92624,71,73,71,68,72,856,887,890,893,878,20,18,12,7,x,380,285,57,43,31,89,137,317,91,5,13,21,48,14,637,15,x,6,x,0,96,2,x,1,x,0,489,18,36,13,100,x,x,0,74,3,5,2,15,x,x,0,150,402,0,62,x,x,x,23,60,0,9,x,x,x,0,0,0,x,x,305,x,x,250,70,36,0,273,385,7,459,206,258,15,201,184,0,7,616,459,157,-49,41,58,1,69,31,39,2,30,28,0,1,75,25,56,8,275,199,72,631,254,18,174,175,10,40,3,28,28,2,373,85,0,x,x,x,57,23,12,9,88,88,23,0,x,x,x,15,6,3,2,24,24
155,E10000013,LA,916,Gloucestershire,478,519,558,611,657,122772,123845,124796,126254,127004,39,42,45,48,52,740,758,840,887,883,72,59,48,30,18,361,296,55,45,30,66,121,282,158,5,10,18,43,24,532,60,x,30,18,x,81,9,x,5,3,x,514,12,31,38,53,x,x,0,78,2,5,6,8,x,x,0,71,307,0,55,224,0,0,11,47,0,8,34,0,0,8,x,11,23,34,384,x,x,189,47,31,0,486,137,34,538,119,473,13,37,100,28,6,713,538,175,56,74,21,5,82,18,72,2,6,15,4,1,75,25,70,11,173,121,70,702,491,28,32,105,46,70,4,5,15,7,409,19,x,x,9,0,66,60,18,x,31,197,5,x,x,2,0,16,15,4,x,8,48
85,E10000015,LA,919,Hertfordshire,1009,1003,1009,905,890,258427,261708,264237,267176,269296,39,38,38,34,33,1512,1487,1496,1374,1294,6,x,x,x,0,524,366,59,41,33,67,140,401,249,4,8,16,45,28,649,104,x,65,42,x,73,12,x,7,5,x,659,28,11,65,112,15,0,0,74,3,1,7,13,2,0,0,78,513,0,x,229,0,x,9,58,0,x,26,0,x,48,48,75,80,84,529,x,8,314,26,11,0,625,180,85,589,301,520,105,18,162,51,34,849,589,260,-41,70,20,10,66,34,58,12,2,18,6,4,69,31,108,12,300,200,67,1084,601,120,35,205,123,55,11,3,19,11,676,262,x,x,10,x,142,68,39,7,95,44,39,x,x,1,x,21,10,6,1,14,7
134,E06000046,LA,921,Isle of Wight,191,202,204,228,226,25719,25566,25344,25218,25055,74,79,80,90,90,279,271,271,300,303,21,13,9,x,x,124,102,55,45,9,29,57,91,40,4,13,25,40,18,206,8,x,x,x,x,91,4,x,x,x,x,166,x,23,x,27,0,0,0,73,x,10,x,12,0,0,0,36,152,0,x,x,0,0,16,67,0,x,x,0,0,0,0,0,x,7,133,0,0,69,x,23,0,192,26,8,181,45,x,12,x,x,0,x,257,181,76,31,85,12,4,80,20,x,5,x,x,0,x,70,30,41,18,65,48,74,266,210,18,x,28,x,79,7,x,11,x,189,105,8,x,x,x,13,6,7,11,0,27,56,4,x,x,x,7,3,4,6,0,14
60,E10000019,LA,925,Lincolnshire,602,630,627,693,654,140747,141395,142269,143757,144653,43,45,44,48,45,876,948,922,955,965,117,116,102,105,119,355,299,54,46,47,95,120,234,158,7,15,18,36,24,564,44,12,x,23,x,86,7,2,x,4,x,485,x,37,46,49,x,x,0,74,x,6,7,7,x,x,0,127,330,0,60,137,0,0,19,50,0,9,21,0,0,7,23,34,33,31,513,x,x,81,18,37,0,341,282,31,538,116,321,20,215,67,x,29,1013,538,475,359,52,43,5,82,18,49,3,33,10,x,4,53,47,58,9,216,153,71,703,316,19,221,93,54,45,3,31,13,8,423,244,0,x,x,0,30,14,26,x,74,26,58,0,x,x,0,7,3,6,x,17,6
87,E10000020,LA,926,Norfolk,1152,1072,1044,1106,1179,166202,166914,167859,169052,170025,69,64,62,65,69,1594,1560,1443,1510,1584,31,23,10,x,8,635,544,54,46,80,137,243,465,254,7,12,21,39,22,1047,44,11,29,34,14,89,4,1,2,3,1,892,38,51,x,170,x,0,14,76,3,4,x,14,x,0,1,222,706,0,x,162,x,x,19,60,0,x,14,x,x,x,9,7,16,26,481,x,x,516,108,51,14,754,393,32,918,261,671,83,229,164,18,14,1147,918,229,-32,64,33,3,78,22,57,7,19,14,2,1,80,20,114,10,386,277,72,1242,702,67,245,188,40,57,5,20,15,3,734,165,x,x,7,x,106,53,39,18,124,216,22,x,x,1,x,14,7,5,2,17,29
61,E10000021,LA,928,Northamptonshire,853,941,995,1007,1090,159188,160663,162633,165388,167948,54,59,61,61,65,1194,1351,1477,1494,1490,108,89,76,65,61,601,489,55,45,67,167,212,377,267,6,15,19,35,24,829,87,59,59,31,25,76,8,5,5,3,2,783,26,39,93,133,x,x,0,72,2,4,9,12,x,x,0,283,551,0,x,195,0,x,26,51,0,x,18,0,x,86,100,141,99,99,473,10,10,519,39,39,0,743,242,105,828,262,712,31,49,193,67,38,1117,828,289,27,68,22,10,76,24,65,3,4,18,6,3,74,26,124,11,268,183,68,1214,777,36,55,197,149,64,3,5,16,12,703,513,0,x,0,x,21,13,x,40,28,80,73,0,x,0,x,3,2,x,6,4,11
10,E06000057,LA,929,Northumberland,331,363,386,406,387,60426,59825,59258,58995,58926,55,61,65,69,66,479,474,566,629,577,10,9,7,x,x,201,186,52,48,33,69,71,154,60,9,18,18,40,16,366,9,0,x,x,x,95,2,0,x,x,x,296,23,13,12,33,x,0,x,76,6,3,3,9,x,0,x,80,174,0,47,86,0,0,21,45,0,12,22,0,0,0,0,0,x,x,275,x,x,58,30,13,6,291,91,x,288,99,239,52,47,44,x,x,465,288,177,78,75,24,x,74,26,62,13,12,11,x,x,62,38,53,14,95,68,72,515,345,64,58,41,7,67,12,11,8,1,337,83,x,x,0,0,69,38,8,0,39,94,25,x,x,0,0,20,11,2,0,12,28
138,E10000025,LA,931,Oxfordshire,462,510,593,666,685,140173,141009,141643,142798,143444,33,36,42,47,48,707,748,861,937,964,53,41,31,25,17,380,305,55,45,36,75,119,284,171,5,11,17,41,25,521,75,21,28,22,18,76,11,3,4,3,3,474,19,42,43,98,x,x,x,69,3,6,6,14,x,x,x,110,352,0,x,159,0,x,16,51,0,x,23,0,x,20,42,58,54,57,316,x,x,295,25,42,x,364,259,62,445,240,339,25,65,194,41,21,549,445,104,-136,53,38,9,65,35,49,4,9,28,6,3,81,19,77,11,162,106,65,745,362,25,88,198,72,49,3,12,27,10,421,365,0,0,x,0,17,7,x,x,22,x,87,0,0,x,0,4,2,x,x,5,x
160,E10000027,LA,933,Somerset,488,487,501,476,522,108739,108932,109265,109817,110084,45,45,46,43,47,776,764,713,727,733,32,12,x,x,x,305,217,58,42,38,52,78,223,131,7,10,15,43,25,470,21,x,19,x,x,90,4,x,4,x,x,376,x,22,19,79,14,0,x,72,x,4,4,15,3,0,x,90,294,0,x,96,0,x,17,56,0,x,18,0,x,x,x,x,14,18,247,x,0,230,18,22,x,311,188,23,361,161,278,33,74,114,9,14,561,361,200,39,60,36,4,69,31,53,6,14,22,2,3,64,36,80,15,163,101,62,698,351,33,115,164,35,50,5,16,23,5,432,114,11,x,x,x,57,31,25,0,21,163,26,3,x,x,x,13,7,6,0,5,38
90,E10000029,LA,935,Suffolk,723,731,794,830,856,150014,151003,151574,152036,152903,48,48,52,55,56,1034,1040,1071,1108,1177,9,7,x,6,x,499,357,58,42,47,93,139,346,231,5,11,16,40,27,679,67,18,40,42,10,79,8,2,5,5,1,611,31,32,113,57,x,x,x,71,4,4,13,7,x,x,x,109,478,0,62,207,0,0,13,56,0,7,24,0,0,10,26,39,68,70,511,x,0,283,24,32,x,449,293,114,671,185,409,40,187,106,75,39,926,671,255,70,52,34,13,78,22,48,5,22,12,9,5,72,28,91,11,275,204,74,965,419,43,222,106,175,43,4,23,11,18,607,174,x,0,x,0,98,56,55,16,101,99,29,x,0,x,0,16,9,9,3,17,16
