time_period,time_identifier,geographic_level,country_name,country_code,region_name,region_code,la_name,old_la_code,new_la_code,school_phase,number_schools,number_schools_with_surplus,number_schools_with_deficit,PC_schools_with_surplus,PC_schools_with_deficit,total_revenue_balance,average_revenue_balance,revenue_balance_as_pc_total_income,total_revenue_reserve_schools_surplus,total_revenue_reserve_schools_deficit,number_schools_with_surplus_over_threshold,pc_schools_with_surplus_over_threshold,school_surplus_over_threshold,school_over_threshold_av_per_school,committed_revenue_balances(B01),uncommitted_revenue_balances(B02),devolved_formula_capital_balance(B03),other_capital_balances(B05),community_focussed_school_revenue_balance(B06),outstanding_balance_of_capital_loans_to_school(B07),opening_pupil_focussed_revenue_balance(OB01),opening_community_focussed_revenue_balance(OB02),opening_capital_balance(OB03),total_income
201516,Financial year,National,England,E92000001,,,,,,All LA maintained schools,16774,15621,1000,93.1,6,2086820460,124415,7.6,2206684277,-119863817,8074,51.7,1677025271,207707,1035153748,1015350096,137193458,47570259,36316616,x,2010699744,35755072,189988041,27563969208
201516,Financial year,National,England,E92000001,,,,,,Nursery,402,351,51,87.3,12.7,34319820,85373,12.2,36960434,-2640615,247,70.4,33867254,137114,14249672,15568660,3634014,24637,4501488,x,28313728,5879606,3788419,282046263
201516,Financial year,National,England,E92000001,,,,,,Primary,14026,13287,627,94.7,4.5,1522115275,108529,8.4,1545283952,-23168676,6684,50.3,1128208808,168792,756132971,739602944,99383578,24085812,26379361,x,1419938764,25056490,131305096,18081669834
201516,Financial year,National,England,E92000001,,,,,,PRU,283,229,33,80.9,11.7,40424475,142843,9.6,43053798,-2629323,140,61.1,36544675,261033,15737634,24637885,3454066,146309,48956,x,36846139,48415,3752350,422157576
201516,Financial year,National,England,E92000001,,,,,,Secondary,1247,1008,222,80.8,17.8,312272045,250419,4.6,394770490,-82498445,573,56.8,327761457,572010,163512520,145615700,19312529,18192658,3143825,x,352155883,3267534,34111730,6792774695
201516,Financial year,National,England,E92000001,,,,,,Special,816,746,67,91.4,8.2,177688845,217756,9,186615603,-8926758,430,57.6,150643078,350333,85520950,89924908,11409271,5120843,2242987,x,173445230,1503028,17030446,1985320840
201617,Financial year,National,England,E92000001,,,,,,All LA maintained schools,16106,14498,1461,90,9.1,1702027252,105683,6.4,1893691800,-191664549,6538,45.1,1376236794,210498,826317185,839437330,125587646,37371167,36272737,x,1977259991,34505906,178975201,26494425004
201617,Financial year,National,England,E92000001,,,,,,Nursery,402,328,73,81.6,18.2,29214185,72672,10.4,33041858,-3827674,215,65.5,29604189,137694,10446407,12958215,3120639,532358,5809563,x,29109261,4793343,4129152,280228798
201617,Financial year,National,England,E92000001,,,,,,Primary,13511,12461,954,92.2,7.1,1307230132,96753,7.4,1349361267,-42131134,5421,43.5,938862547,173190,634778189,647300139,93079938,19859905,25151804,x,1452078779,23480496,120618579,17602412679
201617,Financial year,National,England,E92000001,,,,,,PRU,261,196,47,75.1,18,33600599,128738,8.1,39375059,-5774460,116,59.2,33174330,285986,14313728,19172914,3031121,316300,113957,x,38110814,50599,3322121,416994388
201617,Financial year,National,England,E92000001,,,,,,Secondary,1158,830,304,71.7,26.3,183292431,158420,2.9,309717607,-126425176,431,51.9,248863390,577409,98608785,81109109,15833290,13529562,3574537,x,289703403,3913959,35513324,6238716233
201617,Financial year,National,England,E92000001,,,,,,Special,774,683,83,88.2,10.7,148689904,192106,7.6,162196009,-13506104,355,52,125732339,354176,68170077,78896952,10522658,3133042,1622876,x,168257734,2267509,15392024,1956072906
201718,Financial year,National,England,E92000001,,,,,,All LA maintained schools,15052,13336,1532,88.6,10.2,1560739554,103690,6.2,1793987126,-233247572,6194,46.4,1313880077,212121,784293144,739649004,116062210,31631979,36797406,x,1560969709,35385304,151995375,24988364236
201718,Financial year,National,England,E92000001,,,,,,Nursery,394,314,80,79.7,20.3,28774414,73032,10.3,33638277,-4863863,218,69.4,30509045,139950,10029019,15494397,3181400,547657,3250997,x,23470803,6102816,3725328,280701815
201718,Financial year,National,England,E92000001,,,,,,Primary,12656,11495,1019,90.8,8.1,1251986335,98924,7.5,1302858563,-50872228,5175,45,921268800,178023,605472685,618616725,86383235,17361103,27896925,x,1205053025,23969804,105815118,16739668979
201718,Financial year,National,England,E92000001,,,,,,PRU,243,176,47,72.4,19.3,26783090,110218,6.7,36490600,-9707510,109,61.9,32035282,293902,14505691,11844351,2870006,382472,433048,x,33492478,418383,3322710,397217251
201718,Financial year,National,England,E92000001,,,,,,Secondary,1037,705,313,68,30.2,109499499,105593,1.9,260856700,-151357201,354,50.2,206741300,584015,84779129,21534981,13805842,9319060,3185389,x,159165166,3313411,25893714,5646799766
201718,Financial year,National,England,E92000001,,,,,,Special,722,646,73,89.5,10.1,143696216,199025,7.5,160142986,-16446769,338,52.3,123325651,364869,69506619,72158550,9821726,4021687,2031047,x,139788238,1580891,13238506,1923976425
201819,Financial year,National,England,E92000001,,,,,,All LA maintained schools,13959,12459,1376,89.3,9.9,1541747233,110448,6.5,1775006638,-233259405,5998,48.1,1316456803,219483,827377263,681289678,218646590,46188352,33080292,x,1425486275,32160481,136771038,23882221770
201819,Financial year,National,England,E92000001,,,,,,Nursery,393,321,69,81.7,17.6,29760979,75728,10.4,36483480,-6722500,215,67,33280987,154795,12586876,15401022,4562125,988868,1773082,x,25164411,3409955,3721867,286107590
201819,Financial year,National,England,E92000001,,,,,,Primary,11750,10729,927,91.3,7.9,1239486028,105488,7.7,1291632069,-52146042,5032,46.9,928373085,184494,604897328,606480930,160190369,27571076,28107769,x,1143037954,25235544,96951873,16096352122
201819,Financial year,National,England,E92000001,,,,,,PRU,220,172,35,78.2,15.9,27781996,126282,7.1,34008350,-6226354,98,57,29102115,296960,12676471,15065233,3790538,433040,40291,x,26564972,34332,3402743,390952826
201819,Financial year,National,England,E92000001,,,,,,Secondary,916,645,260,70.4,28.4,105280290,114935,2,253128804,-147848514,326,50.5,201509108,618126,127176851,-23480867,34706233,11577018,1584305,x,96847336,1795904,19393509,5210238930
201819,Financial year,National,England,E92000001,,,,,,Special,680,592,85,87.1,12.5,139437941,205056,7.3,159753935,-20315994,327,55.2,124191508,379791,70039736,67823359,15397325,5618350,1574845,x,133871602,1684746,13301046,1898570302
201920,Financial year,National,England,E92000001,,,,,,All LA maintained schools,13158,11493,1575,87.3,12,1456485870,110692,6.2,1722847024,-266361154,5398,47,1280957196,237302,734948142,686600486,153675431,29397389,34937241,x,1447380694,32218222,250928378,23636414381
201920,Financial year,National,England,E92000001,,,,,,Nursery,384,304,80,79.2,20.8,27502336,71621,9.7,36308513,-8806177,204,67.1,33413248,163790,12960696,15888080,3910727,434311,-1346441,x,28112080,1555865,5513201,284741174
201920,Financial year,National,England,E92000001,,,,,,Primary,11098,9883,1145,89.1,10.3,1149080463,103539,7.2,1223131321,-74050858,4490,45.4,874081398,194673,528575958,587743029,113924576,16592935,32761475,x,1166551782,26271413,177438328,15929938557
201920,Financial year,National,England,E92000001,,,,,,PRU,208,153,43,73.6,20.7,23033264,110737,6,31306687,-8273423,83,54.2,26349265,317461,11425768,11602201,2835825,262081,5296,x,26958299,23855,3939087,384050362
201920,Financial year,National,England,E92000001,,,,,,Secondary,826,601,221,72.8,26.8,125009239,151343,2.5,275227165,-150217926,323,53.7,226586871,701507,117138272,5456020,21376367,8009811,2414947,x,92533958,2430289,43838446,5087626688
201920,Financial year,National,England,E92000001,,,,,,Special,642,552,86,86,13.4,131860568,205390,6.8,156873338,-25012770,298,54,120526414,404451,64847448,65911157,11627935,4098251,1101964,x,133224576,1936802,20199315,1950057600
202021,Financial year,National,England,E92000001,,,,,,All LA maintained schools,12655,11531,1059,91.1,8.4,2030946747,160486,8.6,2268350585,-237403837,7328,63.6,1918618460,261820,1003410733,1003700228,136520024,44020344,23835786,x,1352858535,33848939,175225758,23666031480
202021,Financial year,National,England,E92000001,,,,,,Nursery,382,287,94,75.1,24.6,26257983,68738,9.7,38484121,-12226139,214,74.6,36172822,169032,13225811,15526852,3923778,565479,-2494680,x,29249631,-1346049,4478610,271845634
202021,Financial year,National,England,E92000001,,,,,,Primary,10686,9929,711,92.9,6.7,1532717242,143432,9.6,1596350816,-63633574,6214,62.6,1321291766,212631,703223050,803624478,100859967,14660581,25869714,x,1077667439,32341376,125573242,15919813191
202021,Financial year,National,England,E92000001,,,,,,PRU,193,150,33,77.7,17.1,33446545,173298,8.9,39638737,-6192192,101,67.3,35751311,353973,16819133,16651140,2508424,158570,-23727,x,22602059,-120,2757055,375250560
202021,Financial year,National,England,E92000001,,,,,,Secondary,778,629,147,80.8,18.9,250994516,322615,4.9,378897099,-127902582,438,69.6,339516500,775152,180930398,70670733,17043301,24740213,-606614,x,97282502,1758878,26856738,5077907382
202021,Financial year,National,England,E92000001,,,,,,Special,616,536,74,87,12,187530461,304433,9.3,214979811,-27449350,361,67.4,185886062,514920,89212341,97227027,12184555,3895501,1091093,x,126056904,1094855,15560115,2021214713
202122,Financial year,National,England,E92000001,,,,,,All LA maintained schools,12221,11077,1075,90.6,8.8,2181446864,178500,9.1,2380069970,-198623106,6761,61,2020726690,298880,1098946834,1049580344,124924956,43439619,32919686,21740041,1991746347,27097904,174090051,24095652777
202122,Financial year,National,England,E92000001,,,,,,Nursery,381,267,113,70.1,29.7,21551244,56565,7.8,37699693,-16148448,204,76.4,35499527,174017,11954752,10381945,3953824,547411,-785453,6947,27697925,-1494828,4480530,275955223
202122,Financial year,National,England,E92000001,,,,,,Primary,10335,9507,783,92,7.6,1505681972,145688,9.3,1576575143,-70893171,5595,58.9,1282706227,229259,709453725,765159946,93830666,15232264,31068300,6937474,1476535804,26171021,111802679,16186908516
202122,Financial year,National,England,E92000001,,,,,,PRU,185,147,27,79.5,14.6,41539695,224539,10.9,48130255,-6590560,107,72.8,44428937,415224,18621110,22990233,2264056,149958,-71648,0,33215605,-25330,2535010,381193939
202122,Financial year,National,England,E92000001,,,,,,Secondary,727,628,94,86.4,12.9,391615258,538673,7.7,473100482,-81485224,483,76.9,440373837,911747,245500428,144536484,12926908,23423755,1578346,12377989,267964410,1356852,39663418,5118086319
202122,Financial year,National,England,E92000001,,,,,,Special,593,528,58,89,9.8,221058695,372780,10.4,244564397,-23505702,372,70.5,217718163,585264,113416820,106511735,11949502,4086231,1130140,2417630,186332604,1090189,15608415,2133508780
201516,Financial year,Regional,England,E92000001,North East,E12000001,,,,All LA maintained schools,953,866,80,90.9,8.4,100568262,105528,7.2,109779576,-9211314,483,55.8,85269460,176541,75184598,24215547,9087817,1017603,1168117,x,100245324,1253434,10715856,1403416455
201516,Financial year,Regional,England,E92000001,North East,E12000001,,,,Nursery,35,31,4,88.6,11.4,2679960,76570,17.5,2796368,-116408,27,87.1,2720046,100742,2163965,326471,330388,-4284,189524,x,2653958,153611,444122,15305174
201516,Financial year,Regional,England,E92000001,North East,E12000001,,,,Primary,763,711,49,93.2,6.4,77435639,101488,8.9,79140026,-1704387,389,54.7,61146591,157189,58786179,17720517,5977562,315953,928943,x,72971341,1083258,6721700,873848745
201516,Financial year,Regional,England,E92000001,North East,E12000001,,,,PRU,17,12,3,70.6,17.6,2506580,147446,10.5,2569021,-62441,7,58.3,2293641,327663,2030536,476044,227234,0,0,x,1517325,0,217801,23924965
201516,Financial year,Regional,England,E92000001,North East,E12000001,,,,Secondary,94,69,23,73.4,24.5,9198597,97857,2.3,16505560,-7306963,38,55.1,12435247,327243,5505051,3809655,2110834,695174,-116109,x,14661641,-132202,2755557,393314794
201516,Financial year,Regional,England,E92000001,North East,E12000001,,,,Special,44,43,1,97.7,2.3,8747486,198807,9,8768601,-21115,22,51.2,6673936,303361,6698868,1882860,441799,10760,165758,x,8441059,148767,576677,97022777
201516,Financial year,Regional,England,E92000001,North West,E12000002,,,,All LA maintained schools,2779,2568,189,92.4,6.8,284608387,102414,6.4,306933154,-22324767,1119,43.6,207578749,185504,129018988,152353964,15618538,3873007,3235435,x,286758991,2547317,21242039,4460574369
201516,Financial year,Regional,England,E92000001,North West,E12000002,,,,Nursery,69,59,10,85.5,14.5,2763813,40055,7.2,3377382,-613568,30,50.8,2811588,93720,1092004,1163231,271873,48043,508578,x,3177895,577887,370977,38473824
201516,Financial year,Regional,England,E92000001,North West,E12000002,,,,Primary,2277,2137,127,93.9,5.6,199785491,87741,7.3,203865672,-4080181,884,41.4,127791803,144561,89921872,107668792,10325431,2040992,2194827,x,194109017,1860484,13453544,2743197003
201516,Financial year,Regional,England,E92000001,North West,E12000002,,,,PRU,47,36,5,76.6,10.6,3585256,76282,5.1,3933196,-347940,17,47.2,2514996,147941,1539396,2045861,557572,40269,0,x,3409922,0,626266,70073625
201516,Financial year,Regional,England,E92000001,North West,E12000002,,,,Secondary,243,199,41,81.9,16.9,52150371,214611,4,68377817,-16227446,110,55.3,53421134,485647,24581458,27057351,2573079,1118461,511562,x,59650023,90553,3770075,1299138336
201516,Financial year,Regional,England,E92000001,North West,E12000002,,,,Special,143,137,6,95.8,4.2,26323455,184080,8.5,27379088,-1055632,78,56.9,21039227,269734,11884258,14418729,1890583,625243,20468,x,26412134,18393,3021178,309691581
201516,Financial year,Regional,England,E92000001,Yorkshire and The Humber,E12000003,,,,All LA maintained schools,1709,1572,125,92,7.3,179126470,104814,6.5,192080328,-12953858,741,47.1,134215350,181127,95436043,76407507,11148750,2636341,7282920,x,168175466,7245918,13902202,2750640669
201516,Financial year,Regional,England,E92000001,Yorkshire and The Humber,E12000003,,,,Nursery,28,27,1,96.4,3.6,1904466,68017,10.9,1907566,-3100,17,63,1622861,95462,739608,1089792,210417,70353,75065,x,1879740,357836,325871,17397122
201516,Financial year,Regional,England,E92000001,Yorkshire and The Humber,E12000003,,,,Primary,1451,1361,79,93.8,5.4,129836847,89481,7.4,132349022,-2512174,624,45.8,87223542,139781,73136944,51929101,8266433,1491315,4770802,x,116282906,4665982,9878510,1753239751
201516,Financial year,Regional,England,E92000001,Yorkshire and The Humber,E12000003,,,,PRU,33,28,5,84.8,15.2,3246631,98383,8.6,3758801,-512170,15,53.6,3136301,209087,673768,2572863,232983,12819,0,x,4867867,0,293398,37596410
201516,Financial year,Regional,England,E92000001,Yorkshire and The Humber,E12000003,,,,Secondary,130,101,28,77.7,21.5,32068523,246681,4.1,40228036,-8159513,52,51.5,30830635,592897,15753554,14377836,1877408,519449,1937133,x,33230410,1932151,2358254,777044012
201516,Financial year,Regional,England,E92000001,Yorkshire and The Humber,E12000003,,,,Special,67,55,12,82.1,17.9,12070003,180149,7.3,13836904,-1766901,33,60,11402011,345515,5132169,6437915,561508,542406,499920,x,11914543,289948,1046168,165363374
201516,Financial year,Regional,England,E92000001,East Midlands,E12000004,,,,All LA maintained schools,1446,1368,75,94.6,5.2,152646380,105565,8.2,158003342,-5356962,791,57.8,124672664,157614,96319692,55593795,14048413,6300856,732893,x,133898376,1664044,20538113,1851868700
201516,Financial year,Regional,England,E92000001,East Midlands,E12000004,,,,Nursery,32,28,4,87.5,12.5,2884457,90139,16.2,3024700,-140242,25,89.3,2834367,113375,878853,1914706,269420,79223,90898,x,1079903,1003633,482637,17768023
201516,Financial year,Regional,England,E92000001,East Midlands,E12000004,,,,Primary,1266,1216,47,96.1,3.7,116506268,92027,9,117681335,-1175067,693,57,90457279,130530,71161328,43888285,10597424,2583028,1456655,x,99636445,1290003,13052632,1300804093
201516,Financial year,Regional,England,E92000001,East Midlands,E12000004,,,,PRU,15,10,5,66.7,33.3,1484753,98984,5.7,2143545,-658791,6,60,1567558,261260,763486,721256,501960,5674,12,x,1894756,0,530262,26169733
201516,Financial year,Regional,England,E92000001,East Midlands,E12000004,,,,Secondary,72,60,12,83.3,16.7,22006010,305639,5.8,24224163,-2218153,36,60,21251560,590321,16287179,6756867,2207885,2441823,-1038036,x,22495351,-709072,4834497,378396700
201516,Financial year,Regional,England,E92000001,East Midlands,E12000004,,,,Special,61,54,7,88.5,11.5,9764891,160080,7.6,10929599,-1164708,31,57.4,8561900,276190,7228846,2312682,471723,1191108,223363,x,8791921,79479,1638086,128730151
201516,Financial year,Regional,England,E92000001,West Midlands,E12000005,,,,All LA maintained schools,1822,1701,100,93.4,5.5,276688192,151943,9.2,292267419,-15579227,1039,61.1,247683370,238386,166636311,102691270,19233086,811500,7360611,x,252393549,7248698,22083929,2998822921
201516,Financial year,Regional,England,E92000001,West Midlands,E12000005,,,,Nursery,60,52,8,86.7,13.3,5714322,95239,15,5964597,-250275,41,78.8,5651172,137833,4048581,1207700,764397,1,458041,x,4547684,946461,802504,37989353
201516,Financial year,Regional,England,E92000001,West Midlands,E12000005,,,,Primary,1474,1400,61,95,4.1,193592433,131427,9.8,197850507,-4258073,835,59.6,162120941,194157,110487535,76993392,14260222,426301,6111506,x,171614529,5351996,16216945,1975536566
201516,Financial year,Regional,England,E92000001,West Midlands,E12000005,,,,PRU,33,26,3,78.8,9.1,5172233,156734,12.5,5442684,-270451,16,61.5,4994244,312140,1669705,3502528,400090,62673,0,x,4046289,0,611696,41376888
201516,Financial year,Regional,England,E92000001,West Midlands,E12000005,,,,Secondary,152,133,16,87.5,10.5,49212352,323765,7,58112503,-8900150,89,66.9,53733699,603749,36728562,11687382,2033720,271443,796408,x,48011946,919046,2460456,699945556
201516,Financial year,Regional,England,E92000001,West Midlands,E12000005,,,,Special,103,90,12,87.4,11.7,22996850,223270,9.4,24897128,-1900277,58,64.4,21183315,365230,13701928,9300267,1774657,51082,-5344,x,24173100,31196,1992328,243974558
201516,Financial year,Regional,England,E92000001,East of England,E12000006,,,,All LA maintained schools,1889,1812,48,95.9,2.5,236923971,125423,9.5,241846838,-4922868,1087,60,195808336,180136,73100226,159836405,14479268,6966508,3987339,x,214993341,3650885,21635448,2502170954
201516,Financial year,Regional,England,E92000001,East of England,E12000006,,,,Nursery,39,38,1,97.4,2.6,4656619,119400,15.6,4672307,-15689,33,86.8,4506189,136551,862742,2592734,440315,71866,1201142,x,3080565,992415,537415,29940232
201516,Financial year,Regional,England,E92000001,East of England,E12000006,,,,Primary,1654,1599,31,96.7,1.9,187628588,113439,10.1,188235302,-606714,943,59,150179739,159257,58936357,125864517,11248365,4249545,2827714,x,167173786,2680500,16296697,1855736147
201516,Financial year,Regional,England,E92000001,East of England,E12000006,,,,PRU,30,29,1,96.7,3.3,6949602,231653,16,6954131,-4528,21,72.4,6525459,310736,1124692,5824910,218745,5789,0,x,5646011,0,288412,43415373
201516,Financial year,Regional,England,E92000001,East of England,E12000006,,,,Secondary,94,76,13,80.9,13.8,21212085,225660,5.2,25445628,-4233543,50,65.8,21251263,425025,7824289,13596409,1975685,1741276,-208613,x,22442974,-159210,2716325,408481986
201516,Financial year,Regional,England,E92000001,East of England,E12000006,,,,Special,72,70,2,97.2,2.8,16477077,228848,10,16539470,-62393,40,57.1,13345687,333642,4352145,11957835,596158,898032,167096,x,16650006,137179,1796599,164597216
201516,Financial year,Regional,England,E92000001,South East,E12000008,,,,All LA maintained schools,2632,2444,159,92.9,6,275917595,104832,6.7,295591394,-19673798,1083,44.3,207081016,191211,136657941,133966814,22047485,7753670,5292841,x,269940065,4923091,28031942,4098892474
201516,Financial year,Regional,England,E92000001,South East,E12000008,,,,Nursery,43,32,11,74.4,25.6,2041891,47486,6.2,2651597,-609707,18,56.3,2044443,113580,779000,1065793,419789,71342,197097,x,2193298,406135,491000,32711000
201516,Financial year,Regional,England,E92000001,South East,E12000008,,,,Primary,2212,2097,96,94.8,4.3,200265297,90536,7.7,203533306,-3268010,888,42.3,133930726,150823,97186865,98452902,17636226,4630523,4625529,x,188366102,4151789,23107690,2605424745
201516,Financial year,Regional,England,E92000001,South East,E12000008,,,,PRU,46,37,4,80.4,8.7,6555265,142506,10.5,6732859,-177594,23,62.2,5617112,244222,4131732,2379091,662239,11169,44442,x,6507511,48215,443599,62267990
201516,Financial year,Regional,England,E92000001,South East,E12000008,,,,Secondary,194,155,36,79.9,18.6,37057899,191020,3.5,51050670,-13992771,78,50.3,39315295,504042,19848184,16846426,1183332,2833726,363289,x,45569664,314675,1620036,1058972981
201516,Financial year,Regional,England,E92000001,South East,E12000008,,,,Special,137,123,12,89.8,8.8,29997245,218958,8.8,31622962,-1625717,76,61.8,26173440,344387,14712159,15222602,2145900,206909,62484,x,27303490,2277,2369616,339515758
201516,Financial year,Regional,England,E92000001,South West,E12000009,,,,All LA maintained schools,1590,1466,102,92.2,6.4,144167676,90671,7.3,156103692,-11936016,810,55.3,117114882,144586,57785568,83931447,12673885,2810532,2450661,x,143508484,2095388,17154913,1987783459
201516,Financial year,Regional,England,E92000001,South West,E12000009,,,,Nursery,17,11,6,64.7,35.3,14409,848,0.1,518219,-503810,3,27.3,272998,90999,98168,-188010,289716,0,104251,x,320186,143766,223377,10422743
201516,Financial year,Regional,England,E92000001,South West,E12000009,,,,Primary,1391,1308,62,94,4.5,114368346,82220,8.4,116096548,-1728202,727,55.6,85672798,117844,44683839,67904458,9292141,1714402,1780049,x,108768914,1411201,12573469,1354106187
201516,Financial year,Regional,England,E92000001,South West,E12000009,,,,PRU,22,16,5,72.7,22.7,3156162,143462,8.9,3718771,-562609,12,75,3279191,273266,1334642,1817217,446337,2692,4303,x,3078752,0,520943,35483837
201516,Financial year,Regional,England,E92000001,South West,E12000009,,,,Secondary,90,68,22,75.6,24.4,14785210,164280,3.5,23360339,-8575128,42,61.8,19629469,467368,6221875,8045287,1203932,736504,518049,x,18951507,504695,2078516,422380916
201516,Financial year,Regional,England,E92000001,South West,E12000009,,,,Special,70,63,7,90,10,11843549,169194,7.2,12409815,-566267,26,41.3,8260426,317709,5447044,6352495,1441759,356934,44010,x,12389123,35726,1758608,165389776
201516,Financial year,Regional,England,E92000001,Inner London,E13000001,,,,All LA maintained schools,842,771,65,91.6,7.7,210018097,249428,8.4,217543233,-7525135,403,52.3,176319466,437517,89470173,120064458,10191933,11790332,483466,x,218835934,315483,23056916,2509715337
201516,Financial year,Regional,England,E92000001,Inner London,E13000001,,,,Nursery,48,43,5,89.6,10.4,6941950,144624,12.9,7293817,-351868,31,72.1,6900679,222603,1655835,4864039,424537,-350859,422075,x,6129790,-63096,-205136,53998369
201516,Financial year,Regional,England,E92000001,Inner London,E13000001,,,,Primary,640,595,42,93,6.6,130681328,204190,8.3,133180300,-2498971,288,48.4,101185032,351337,62941287,68416424,5752893,4808354,-676383,x,135626397,-481854,12355318,1575863284
201516,Financial year,Regional,England,E92000001,Inner London,E13000001,,,,PRU,14,10,1,71.4,7.1,3566953,254782,10.4,3595498,-28545,8,80,3350274,418784,308159,3258594,137388,2902,200,x,2403388,200,130975,34458346
201516,Financial year,Regional,England,E92000001,Inner London,E13000001,,,,Secondary,85,74,11,87.1,12.9,46227279,543850,6.8,50194050,-3966771,40,54.1,43685618,1092140,14281884,31575354,2248824,6786855,370042,x,51798794,546222,8674772,675166534
201516,Financial year,Regional,England,E92000001,Inner London,E13000001,,,,Special,55,49,6,89.1,10.9,22600587,410920,13.3,23279568,-678981,36,73.5,21197863,588830,10283008,11950047,1628291,543080,367532,x,22877565,314011,2100987,170228804
201516,Financial year,Regional,England,E92000001,Outer London,E13000002,,,,All LA maintained schools,1112,1053,57,94.7,5.1,226155430,203377,7.5,236535302,-10379873,518,49.2,181281977,349965,115544207,106288889,8664283,3609910,4322333,x,221950214,4810814,11626683,3000083870
201516,Financial year,Regional,England,E92000001,Outer London,E13000002,,,,Nursery,31,30,1,96.8,3.2,4717933,152191,16.8,4753880,-35947,22,73.3,4502911,204678,1930916,1532202,213162,38954,1254815,x,3250710,1360958,315651,28040423
201516,Financial year,Regional,England,E92000001,Outer London,E13000002,,,,Primary,898,863,33,96.1,3.7,172015037,191553,8.4,173351934,-1336897,413,47.9,128500357,311139,88890764,80764555,6026880,1825398,2359718,x,165389326,3043130,7648592,2043913313
201516,Financial year,Regional,England,E92000001,Outer London,E13000002,,,,PRU,26,25,1,96.2,3.8,4201039,161578,8.9,4205293,-4254,15,60,3265899,217727,2161517,2039522,69517,2322,0,x,3474318,0,89000,47390409
201516,Financial year,Regional,England,E92000001,Outer London,E13000002,,,,Secondary,93,73,20,78.5,21.5,28353719,304879,4.2,37271726,-8918007,38,52.1,32207538,847567,16480485,11863133,1897831,1047947,10100,x,35343572,-39324,2843242,679932880
201516,Financial year,Regional,England,E92000001,Outer London,E13000002,,,,Special,64,62,2,96.9,3.1,16867702,263558,8.4,16952469,-84768,30,48.4,12805273,426842,6080525,10089477,456894,695289,697700,x,14492288,446051,730199,200806845
201617,Financial year,Regional,England,E92000001,North East,E12000001,,,,All LA maintained schools,918,787,114,85.7,12.4,73046404,79571,5.5,88948281,-15901877,371,47.1,64463181,173755,58434780,13557144,8534135,1047607,1054480,x,94211491,1168117,10058691,1335227025
201617,Financial year,Regional,England,E92000001,North East,E12000001,,,,Nursery,34,24,10,70.6,29.4,1942324,57127,13.2,2233500,-291176,20,83.3,2133284,106664,1484715,281628,332794,-4284,175981,x,2466627,189524,298782,14679142
201617,Financial year,Regional,England,E92000001,North East,E12000001,,,,Primary,740,655,74,88.5,10,61009523,82445,7.2,64188750,-3179227,303,46.3,46242588,152616,45616307,14524833,5813450,345960,868383,x,72836490,928943,6356855,849721986
201617,Financial year,Regional,England,E92000001,North East,E12000001,,,,PRU,14,7,5,50,35.7,351374,25098,1.6,538192,-186819,1,14.3,252643,252643,258607,92767,110580,0,0,x,1239816,0,135743,21757842
201617,Financial year,Regional,England,E92000001,North East,E12000001,,,,Secondary,86,59,23,68.6,26.7,1879165,21851,0.5,14023520,-12144355,28,47.5,10260754,366456,4904244,-2920032,1727585,695174,-105047,x,9086830,-116109,2806010,348346995
201617,Financial year,Regional,England,E92000001,North East,E12000001,,,,Special,44,42,2,95.5,4.5,7864018,178728,7.8,7964318,-100300,19,45.2,5573912,293364,6170907,1577949,549726,10757,115163,x,8581728,165758,461302,100721060
201617,Financial year,Regional,England,E92000001,North West,E12000002,,,,All LA maintained schools,2714,2452,245,90.3,9,234662030,86464,5.4,268184862,-33522832,902,36.8,167995659,186248,95166421,136542562,14489043,3320650,2953047,x,275947051,3116185,19076514,4380274428
201617,Financial year,Regional,England,E92000001,North West,E12000002,,,,Nursery,69,52,17,75.4,24.6,1788480,25920,4.7,2969092,-1180612,23,44.2,2257290,98143,849042,635186,277243,60975,304252,x,2256124,508578,319914,38302798
201617,Financial year,Regional,England,E92000001,North West,E12000002,,,,Primary,2233,2072,152,92.8,6.8,176404405,78999,6.4,182267028,-5862622,729,35.2,107079337,146885,73416546,101027603,9836944,2528930,1960256,x,194311200,2009988,12195617,2738163416
201617,Financial year,Regional,England,E92000001,North West,E12000002,,,,PRU,40,27,11,67.5,27.5,1143811,28595,1.7,3468641,-2324831,13,48.1,2245077,172698,-846027,1989838,412890,0,0,x,3473126,0,564636,65596943
201617,Financial year,Regional,England,E92000001,North West,E12000002,,,,Secondary,233,174,57,74.7,24.5,31781689,136402,2.6,54678886,-22897197,74,42.5,38465777,519808,11004965,20091458,2201866,641990,685266,x,50825662,577151,3510467,1229447167
201617,Financial year,Regional,England,E92000001,North West,E12000002,,,,Special,139,127,8,91.4,5.8,23543644,169379,7.6,24801214,-1257571,63,49.6,17948178,284892,10741895,12798477,1760099,88754,3272,x,25080938,20468,2485880,308764104
201617,Financial year,Regional,England,E92000001,Yorkshire and The Humber,E12000003,,,,All LA maintained schools,1639,1453,176,88.7,10.7,137810609,84082,5.4,160226868,-22416259,607,41.8,110218113,181578,69324696,62661079,10108822,4480054,5824834,x,164525395,6725848,13332450,2555988421
201617,Financial year,Regional,England,E92000001,Yorkshire and The Humber,E12000003,,,,Nursery,28,25,3,89.3,10.7,1710387,61085,10.3,1748614,-38226,14,56,1346963,96212,631380,1377453,186533,124075,-298446,x,1829400,75065,277327,16561005
